DateScan,Code,Scan_Name,NotesShake
2021_07_08,p276P2505,2021_07_08\KTROE2021__0011.tif,
2021_07_08,p277P1715,2021_07_08\JBOTROE2021__0005.tif,
2021_07_08,p278P1902,2021_07_08\KTROE2021__0013.tif,
2021_07_08,p279P0419,2021_07_08\JBOTROE2021__0006.tif,
2021_07_08,p280P18--,2021_07_08\JBOTROE2021__0007.tif,
2021_07_08,p282P0905,2021_07_08\KTROE2021__0014.tif,
2021_07_08,p283P09--,2021_07_08\KTROE2021__0015.tif,
2021_07_08,p284P1006,2021_07_08\KTROE2021__0016.tif,
2021_07_08,p285P0506,2021_07_08\KTROE2021__0017.tif,"no seeds, unproductive"
2021_07_08,p286P1019,2021_07_08\KTROE2021__0018.tif,
2021_07_08,p287P0412,2021_07_08\KTROE2021__0019.tif,
2021_07_08,p288P2325,2021_07_08\KTROE2021__0020.tif,
2021_07_08,p289P0904,2021_07_08\KTROE2021__0021.tif,
2021_07_08,p290P2310,2021_07_08\KTROE2021__0022.tif,
2021_07_08,p291P2114,2021_07_08\KTROE2021__0023.tif,
2021_07_09,p292P0722,2021_07_09\TROE2021_0001.tif,
2021_07_09,p294P1002,2021_07_09\TROE2021_0002.tif,
2021_07_09,p295P2427,2021_07_09\TROE2021_0003.tif,
2021_07_09,p296P25--,2021_07_09\TROE2021_0004.tif,
2021_07_09,p297P1113,2021_07_09\TROE2021_0005.tif,"a bit of retension, Joan likes this one : )"
2021_07_09,p298P2528,2021_07_09\TROE2021_0006.tif,
2021_07_09,p299P1818,2021_07_09\TROE2021_0007.tif,
2021_07_09,p300P22--,2021_07_09\TROE2021_0008.tif,
2021_07_09,p301P2012,2021_07_09\TROE2021_0009.tif,
2021_07_09,p302P0910,2021_07_09\TROE2021_0010.tif,
2021_07_09,p303P24--,2021_07_09\TROE2021_0011.tif,a little green
2021_07_09,p304P1103,2021_07_09\TROE2021_0012.tif,
2021_07_09,p305P10--,2021_07_09\TROE2021_0013.tif,"Amara forgot to put the other values, .522 is undetached and detached."
2021_07_09,p306P1713,2021_07_09\TROE2021_0014.tif,green
2021_07_09,p307P1918,2021_07_09\TROE2021_0015.tif,
2021_07_09,p308P2102,2021_07_09\TROE2021_0016.tif,ergot
2021_07_09,p309P0227,2021_07_09\TROE2021_0017.tif,combined the detached and undetached to clean. (.764 is the number of what was cleaned)
2021_07_09,p310P0107,2021_07_09\TROE2021_0018.tif,
2021_07_12,p311P1421,2021_07_12\JBOTROE2021__0001.tif,spikes were very shattered before being shaken
2021_07_12,p312P2419,2021_07_12\JBOTROE2021__0002.tif,
2021_07_12,p313P0519,2021_07_12\JBOTROE2021__0003.tif,
2021_07_12,p315P0906,2021_07_12\JBOTROE2021__0004.tif,
2021_07_12,p316P20--,2021_07_12\JBOTROE2021__0005.tif,Seeds are very small and lost husk
2021_07_12,p317P2023,2021_07_12\JBOTROE2021__0006.tif,
2021_07_12,p318P18--,2021_07_12\JBOTROE2021__0007.tif,ergot
2021_07_12,p319P1807,2021_07_12\JBOTROE2021__0008.tif,
2021_07_12,p320P0408,2021_07_12\JBOTROE2021__0009.tif,
2021_07_12,p321P0515,2021_07_12\JBOTROE2021__0010.tif,
2021_07_12,p322P0410,2021_07_12\JBOTROE2021__0018.tif,
2021_07_12,p323P0222,2021_07_12\JBOTROE2021__0011.tif,
2021_07_12,p324P2408,2021_07_12\JBOTROE2021__0012.tif,
2021_07_12,p325P1027,2021_07_12\JBOTROE2021__0013.tif,
2021_07_12,p326P05--,2021_07_12\JBOTROE2021__0014.tif,
2021_07_12,p327P0219,2021_07_12\JBOTROE2021__0015.tif,
2021_07_12,p328P07--,2021_07_12\JBOTROE2021__0016.tif,
2021_07_12,p329P0706,2021_07_12\JBOTROE2021__0017.tif,
2021_07_12,p330P0105,2021_07_12\JBOTROE2021__0019.tif,
2021_07_12,p331P2502,2021_07_12\JBOTROE2021__0020.tif,
2021_07_12,p332P24--,2021_07_12\TROE2021_0001.tif,
2021_07_12,p333P0726,2021_07_12\TROE2021_0002.tif,
2021_07_12,p334P09--,2021_07_12\TROE2021_0003.tif,
2021_07_12,p335P2220,2021_07_12\TROE2021_0004.tif,
2021_07_12,p336P0213,2021_07_12\TROE2021_0005.tif,
2021_07_12,p337P1926,2021_07_12\TROE2021_0006.tif,
2021_07_12,p338P02--,2021_07_12\TROE2021_0007.tif,Make sure it's not P17 intead of P02
2021_07_12,p339P1514,2021_07_12\TROE2021_0008.tif,
2021_07_12,p340P1722,2021_07_12\TROE2021_0009.tif,
2021_07_12,p341P15--,2021_07_12\TROE2021_0010.tif,
2021_07_12,p342P19--,2021_07_12\TROE2021_0011.tif,
2021_07_12,p343P11--,2021_07_12\TROE2021_0012.tif,
2021_07_13,p344P17--,2021_07_13\JBOTROE2021__0001.tif,
2021_07_13,p345P14--,2021_07_13\TROE2021__0001.tif,
2021_07_13,p346P2503,2021_07_13\JBOTROE2021__0002.tif,
2021_07_13,p347P14--,2021_07_13\TROE2021__0002.tif,
2021_07_13,p348P0119,2021_07_13\JBOTROE2021__0003.tif,
2021_07_13,p349P1709,2021_07_13\TROE2021__0003.tif,
2021_07_13,p350P1908,2021_07_13\JBOTROE2021__0004.tif,
2021_07_13,p351P1927,2021_07_13\TROE2021__0004.tif,
2021_07_13,p352P19--,2021_07_13\JBOTROE2021__0005.tif,
2021_07_13,p353P13--,2021_07_13\TROE2021__0005.tif,
2021_07_13,p354P1521,2021_07_13\JBOTROE2021__0006.tif,all shattered
2021_07_13,p355P2013,2021_07_13\JBOTROE2021__0007.tif,
2021_07_13,p356P0701,2021_07_13\TROE2021__0006.tif,
2021_07_13,p357P10--,2021_07_13\TROE2021__0007.tif,
2021_07_13,p358P0724,2021_07_13\JBOTROE2021__0008.tif,
2021_07_13,p359P17--,2021_07_13\JBOTROE2021__0009.tif,
2021_07_13,p360P1706,2021_07_13\TROE2021__0008.tif,
2021_07_13,p361P2111,2021_07_13\JBOTROE2021__0010.tif,urgot
2021_07_13,p362P0405,2021_07_13\TROE2021__0009.tif,
2021_07_13,p363P1813,2021_07_13\JBOTROE2021__0011.tif,
2021_07_13,p364P0921,2021_07_13\JBOTROE2021__0012.tif,good for selection
2021_07_13,p365P1513,2021_07_13\TROE2021__0010.tif,
2021_07_13,p366P0413,2021_07_13\JBOTROE2021__0013.tif,extra spike found in cannister and put with this sample. (extra 0.088 added to undetached)
2021_07_13,p367P23--,2021_07_13\TROE2021__0011.tif,
2021_07_13,p368P1423,2021_07_13\TROE2021__0012.tif,
2021_07_13,p369P13--,2021_07_13\JBOTROE2021__0014.tif,
2021_07_13,p370P22--,2021_07_13\JBOTROE2021__0015.tif,
2021_07_13,p371P1801,2021_07_13\TROE2021__0013.tif,
2021_07_13,p373P22--,2021_07_13\JBOTROE2021__0016.tif,
2021_07_13,p374P2519,2021_07_13\TROE2021__0014.tif,
2021_07_13,p375P1116,2021_07_13\JBOTROE2021__0017.tif,
2021_07_13,p376P1524,2021_07_13\TROE2021__0015.tif,
2021_07_13,p377P20--,2021_07_13\JBOTROE2021__0018.tif,
2021_07_13,p378P09--,2021_07_13\JBOTROE2021__0021.tif,
2021_07_13,p379P17--,2021_07_13\JBOTROE2021__0019.tif,
2021_07_13,p380P2320,2021_07_13\JBOTROE2021__0020.tif,
2021_07_13,p381P21--,2021_07_13\JBOTROE2021__0022.tif,immature spikes
2021_07_13,p382P2404,2021_07_13\JBOTROE2021__0023.tif,
2021_07_13,p383P24--,2021_07_13\JBOTROE2021__0024.tif,immature spikes
2021_07_13,p384P2121,2021_07_13\JBOTROE2021__0025.tif,immature spikes
2021_07_13,p385P2118,2021_07_13\JBOTROE2021__0026.tif,
2021_07_13,p386P0206,2021_07_13\JBOTROE2021__0027.tif,
2021_07_13,p387P1005,2021_07_13\JBOTROE2021__0028.tif,
2021_07_13,p388P1327,2021_07_13\JBOTROE2021__0029.tif,
2021_07_13,p389P0111,2021_07_13\JBOTROE2021__0030.tif,Selection? It has small medium to small size seeds
2021_07_13,p390P0516,2021_07_13\JBOTROE2021__0031.tif,
2021_07_13,p391P2523,2021_07_13\JBOTROE2021__0032.tif,
2021_07_13,p392P2110,2021_07_13\JBOTROE2021__0033.tif,Selection?
2021_07_13,p393P1704,2021_07_13\JBOTROE2021__0034.tif,
2021_07_13,p394P2418,2021_07_13\JBOTROE2021__0035.tif,Long spikes
2021_07_13,p395P2028,2021_07_13\JBOTROE2021__0036.tif,
2021_07_13,p396P2204,2021_07_13\JBOTROE2021__0037.tif,
2021_07_13,p397P11--,2021_07_13\JBOTROE2021__0038.tif,
2021_07_13,p398P1315,2021_07_13\JBOTROE2021__0039.tif,Mostly immature
2021_07_13,p399P20--,2021_07_13\JBOTROE2021__0040.tif,
2021_07_13,p400P2115,2021_07_13\JBOTROE2021__0041.tif,Small seed. High moisturere
2021_07_21,p401P20--,2021_07_21\TROE2021__0001.tif,
2021_07_21,p402P07--,2021_07_21\JBOTROE2021__0001.tif,
2021_07_21,p403P2319,2021_07_21\.tif,
2021_07_21,p404P1828,2021_07_21\JBOTROE2021__0002.tif,
2021_07_21,p405P1915,2021_07_21\JBOTROE2021__0003.tif,
2021_07_21,p406P0720,2021_07_21\TROE2021__0003.tif,
2021_07_21,p407P1009,2021_07_21\JBOTROE2021__0004.tif,
2021_07_21,p408P2520,2021_07_21\JBOTROE2021__0005.tif,
2021_07_21,p409P09--,2021_07_21\TROE2021__0004.tif,
2021_07_21,p410P2423,2021_07_21\TROE2021__0005.tif,
2021_07_21,p412P2402,2021_07_21\JBOTROE2021__0006.tif,
2021_07_21,p413P14--,2021_07_21\TROE2021__0006.tif,
2021_07_21,p414P01--,2021_07_21\JBOTROE2021__0007.tif,
2021_07_21,p415P22--,2021_07_21\JBOTROE2021__0008.tif,
2021_07_21,p416P18--,2021_07_21\TROE2021__0007.tif,
2021_07_21,p417P1809,2021_07_21\JBOTROE2021__0009.tif,
2021_07_21,p418P04--,2021_07_21\TROE2021__0008.tif,
2021_07_21,p419P2414,2021_07_21\JBOTROE2021__0010.tif,
2021_07_21,p420P21--,2021_07_21\TROE2021__0009.tif,
2021_07_21,p421P2106,2021_07_21\JBOTROE2021__0011.tif,
2021_07_21,p422P1718,2021_07_21\TROE2021__0010.tif,
2021_07_21,p423P24--,2021_07_21\JBOTROE2021__0012.tif,immature spikes
2021_07_21,p424P1805,2021_07_21\TROE2021__0011.tif,
2021_07_21,p425P1824,2021_07_21\JBOTROE2021__0013.tif,
2021_07_21,p426P25--,2021_07_21\JBOTROE2021__0014.tif,
2021_07_21,p427P1909,2021_07_21\TROE2021__0012.tif,
2021_07_21,p428P18--,2021_07_21\TROE2021__0013.tif,
2021_07_21,p430P0202,2021_07_21\JBOTROE2021__0015.tif,
2021_07_21,p431P1120,2021_07_21\TROE2021__0014.tif,"despite looking good, almost all seeds were very light/not real seeds."
2021_07_21,p432P2320,2021_07_21\TROE2021__0015.tif,
2021_07_21,p433P18--,2021_07_21\JBOTROE2021__0016.tif,
2021_07_21,p434P0710,2021_07_21\TROE2021__0016.tif,
2021_07_21,p435P25--,2021_07_21\JBOTROE2021__0017.tif,
2021_07_21,p436P1013,2021_07_21\TROE2021__0017.tif,
2021_07_21,p438P1727,2021_07_21\JBOTROE2021__0018.tif,0.891
2021_07_21,p439P0901,2021_07_21\TROE2021__0018.tif,"very small seeds, all lost their husks, an immature sample overall"
2021_07_21,p440P2307,2021_07_21\TROE2021__0019.tif,"ergot, almost half lost most of their husk"
2021_07_21,p441P11--,2021_07_21\TROE2021__0020.tif,
2021_07_21,p442P19--,2021_07_21\TROE2021__0021.tif,
2021_07_21,p443P17--,2021_07_21\TROE2021__0022.tif,about half lost their husks
2021_07_21,p444P07--,2021_07_21\JONTROE2021__0001.tif,
