Image_Name,Spike_Label,MatrixD
S1p12T3R3.tif,24,"[[0.         0.85561663 0.08386326 0.78508712 0.18128782 0.23267517
  0.39508325 0.72123907 0.31433677 0.55741379 0.49080268 0.69203482
  0.63780823 0.58963286]
 [0.85561663 0.         0.77377947 0.07328145 0.67674095 0.62696804
  0.46476592 0.13872588 0.54493333 0.30294641 0.36995944 0.17121968
  0.22364177 0.2730967 ]
 [0.08386326 0.77377947 0.         0.70282439 0.0977456  0.14897647
  0.31176847 0.63866982 0.23091305 0.47440774 0.40759961 0.60915238
  0.55489669 0.50649668]
 [0.78508712 0.07328145 0.70282439 0.         0.60551474 0.5554078
  0.39275943 0.06552898 0.47322204 0.23036359 0.29753268 0.09794027
  0.15059729 0.20008819]
 [0.18128782 0.67674095 0.0977456  0.60551474 0.         0.05146877
  0.21402943 0.54118891 0.13316746 0.37674152 0.30987615 0.51151928
  0.45725805 0.40878298]
 [0.23267517 0.62696804 0.14897647 0.5554078  0.05146877 0.
  0.16315617 0.49083905 0.08229287 0.32607208 0.25903861 0.46088618
  0.406628   0.35795093]
 [0.39508325 0.46476592 0.31176847 0.39275943 0.21402943 0.16315617
  0.         0.32792943 0.08089403 0.16295389 0.0958844  0.29776087
  0.24351236 0.19480055]
 [0.72123907 0.13872588 0.63866982 0.06552898 0.54118891 0.49083905
  0.32792943 0.         0.4085788  0.16519416 0.23242898 0.03303531
  0.08511425 0.13460597]
 [0.31433677 0.54493333 0.23091305 0.47322204 0.13316746 0.08229287
  0.08089403 0.4085788  0.         0.24378009 0.17677551 0.37859395
  0.32433533 0.27569267]
 [0.55741379 0.30294641 0.47440774 0.23036359 0.37674152 0.32607208
  0.16295389 0.16519416 0.24378009 0.         0.06724256 0.13481417
  0.08055919 0.03271168]
 [0.49080268 0.36995944 0.40759961 0.29753268 0.30987615 0.25903861
  0.0958844  0.23242898 0.17677551 0.06724256 0.         0.20194998
  0.14773531 0.09891722]
 [0.69203482 0.17121968 0.60915238 0.09794027 0.51151928 0.46088618
  0.29776087 0.03303531 0.37859395 0.13481417 0.20194998 0.
  0.05426268 0.10331708]
 [0.63780823 0.22364177 0.55489669 0.15059729 0.45725805 0.406628
  0.24351236 0.08511425 0.32433533 0.08055919 0.14773531 0.05426268
  0.         0.04949335]
 [0.58963286 0.2730967  0.50649668 0.20008819 0.40878298 0.35795093
  0.19480055 0.13460597 0.27569267 0.03271168 0.09891722 0.10331708
  0.04949335 0.        ]]"
S1p12T3R3.tif,25,"[[0.         0.52363935 0.6816768  0.36874444 0.59939972 0.77660709
  0.03823256 0.07190117 0.44268635 0.87623366 0.27174151 0.33458832
  0.16500879 0.11498672 0.22316316]
 [0.52363935 0.         0.15804135 0.15507587 0.07615771 0.25305975
  0.48750515 0.45366025 0.08248098 0.35267195 0.25288648 0.19098212
  0.36111263 0.41362515 0.30445674]
 [0.6816768  0.15804135 0.         0.31302495 0.0826344  0.09514798
  0.64548252 0.6115987  0.23959496 0.19468297 0.41067806 0.34838442
  0.51885628 0.57130151 0.46183221]
 [0.36874444 0.15507587 0.31302495 0.         0.23066011 0.40787678
  0.33245771 0.29858959 0.07421624 0.50750115 0.09791767 0.03804159
  0.20612198 0.25867117 0.15003878]
 [0.59939972 0.07615771 0.0826344  0.23066011 0.         0.17722056
  0.56307129 0.52914962 0.15701725 0.27684217 0.32816917 0.26578903
  0.43630928 0.48872816 0.37921572]
 [0.77660709 0.25305975 0.09514798 0.40787678 0.17722056 0.
  0.74028888 0.7063584  0.33417259 0.09962675 0.50535747 0.44287582
  0.61345185 0.66582408 0.55620143]
 [0.03823256 0.48750515 0.64548252 0.33245771 0.56307129 0.74028888
  0.         0.03411784 0.40617223 0.83990183 0.2350164  0.29775887
  0.12754952 0.07685502 0.18565029]
 [0.07190117 0.45366025 0.6115987  0.29858959 0.52914962 0.7063584
  0.03411784 0.         0.37220935 0.80596272 0.20102677 0.26372273
  0.09343257 0.04328742 0.15153456]
 [0.44268635 0.08248098 0.23959496 0.07421624 0.15701725 0.33417259
  0.40617223 0.37220935 0.         0.43376179 0.17119    0.10879326
  0.27929441 0.33171295 0.22226801]
 [0.87623366 0.35267195 0.19468297 0.50750115 0.27684217 0.09962675
  0.83990183 0.80596272 0.43376179 0.         0.60495145 0.54242813
  0.71301767 0.76536381 0.65569951]
 [0.27174151 0.25288648 0.41067806 0.09791767 0.32816917 0.50535747
  0.2350164  0.20102677 0.17119    0.60495145 0.         0.06286871
  0.10822772 0.16076074 0.05283944]
 [0.33458832 0.19098212 0.34838442 0.03804159 0.26578903 0.44287582
  0.29775887 0.26372273 0.10879326 0.54242813 0.06286871 0.
  0.17059657 0.222951   0.11349282]
 [0.16500879 0.36111263 0.51885628 0.20612198 0.43630928 0.61345185
  0.12754952 0.09343257 0.27929441 0.71301767 0.10822772 0.17059657
  0.         0.05256906 0.05815439]
 [0.11498672 0.41362515 0.57130151 0.25867117 0.48872816 0.66582408
  0.07685502 0.04328742 0.33171295 0.76536381 0.16076074 0.222951
  0.05256906 0.         0.1098043 ]
 [0.22316316 0.30445674 0.46183221 0.15003878 0.37921572 0.55620143
  0.18565029 0.15153456 0.22226801 0.65569951 0.05283944 0.11349282
  0.05815439 0.1098043  0.        ]]"
S1p12T3R3.tif,26,"[[0.         0.31355106 0.22646415 0.44515035 0.27500059 0.15727108
  0.56811617 0.37534124 0.09506082 0.50386863 0.73778574 0.64121831
  0.82818179]
 [0.31355106 0.         0.08708691 0.13178513 0.03960999 0.15727806
  0.25493636 0.06329635 0.22192032 0.19122348 0.42504206 0.32861164
  0.51601624]
 [0.22646415 0.08708691 0.         0.21876715 0.04914934 0.07080821
  0.34185209 0.14933374 0.13549191 0.27785437 0.51180591 0.41529375
  0.6025744 ]
 [0.44515035 0.13178513 0.21876715 0.         0.17020386 0.28833061
  0.12316322 0.07034924 0.35265747 0.06020229 0.29335055 0.19705124
  0.38450767]
 [0.27500059 0.03960999 0.04914934 0.17020386 0.         0.11816414
  0.29311626 0.1003825  0.1826617  0.22894347 0.46290576 0.36636264
  0.55356485]
 [0.15727108 0.15727806 0.07080821 0.28833061 0.11816414 0.
  0.41108618 0.21828304 0.06471384 0.34672131 0.5805783  0.48400803
  0.67091366]
 [0.56811617 0.25493636 0.34185209 0.12316322 0.29311626 0.41108618
  0.         0.19280543 0.47517064 0.06469459 0.17025891 0.07440187
  0.26162503]
 [0.37534124 0.06329635 0.14933374 0.07034924 0.1003825  0.21828304
  0.19280543 0.         0.28245807 0.12856106 0.36252412 0.26598601
  0.45324083]
 [0.09506082 0.22192032 0.13549191 0.35265747 0.1826617  0.06471384
  0.47517064 0.28245807 0.         0.41067198 0.64431733 0.54776539
  0.73434887]
 [0.50386863 0.19122348 0.27785437 0.06020229 0.22894347 0.34672131
  0.06469459 0.12856106 0.41067198 0.         0.23396388 0.13743972
  0.32479558]
 [0.73778574 0.42504206 0.51180591 0.29335055 0.46290576 0.5805783
  0.17025891 0.36252412 0.64431733 0.23396388 0.         0.09657028
  0.0917012 ]
 [0.64121831 0.32861164 0.41529375 0.19705124 0.36636264 0.48400803
  0.07440187 0.26598601 0.54776539 0.13743972 0.09657028 0.
  0.18745646]
 [0.82818179 0.51601624 0.6025744  0.38450767 0.55356485 0.67091366
  0.26162503 0.45324083 0.73434887 0.32479558 0.0917012  0.18745646
  0.        ]]"
S1p12T3R3.tif,27,"[[0.         0.102108   0.32088507 0.21376321 0.65071068 0.52027047
  0.41247586 0.84846664 0.47002929 0.58091318 0.7448455 ]
 [0.102108   0.         0.21987141 0.11208068 0.55031567 0.41972099
  0.31167502 0.7480827  0.36906867 0.48006988 0.64424004]
 [0.32088507 0.21987141 0.         0.10808795 0.33053605 0.19992214
  0.09182314 0.52826672 0.14921366 0.26020141 0.42437819]
 [0.21376321 0.11208068 0.10808795 0.         0.43861405 0.30800145
  0.19989112 0.63632388 0.25713858 0.36815219 0.53239221]
 [0.65071068 0.55031567 0.33053605 0.43861405 0.         0.13061391
  0.23872322 0.19777997 0.18175589 0.0715248  0.09433833]
 [0.52027047 0.41972099 0.19992214 0.30800145 0.13061391 0.
  0.10811264 0.32836233 0.05163661 0.0611181  0.22458122]
 [0.41247586 0.31167502 0.09182314 0.19989112 0.23872322 0.10811264
  0.         0.43644385 0.05761864 0.16844898 0.33256505]
 [0.84846664 0.7480827  0.52826672 0.63632388 0.19777997 0.32836233
  0.43644385 0.         0.37927232 0.26835704 0.10413863]
 [0.47002929 0.36906867 0.14921366 0.25713858 0.18175589 0.05163661
  0.05761864 0.37927232 0.         0.11101373 0.27527293]
 [0.58091318 0.48006988 0.26020141 0.36815219 0.0715248  0.0611181
  0.16844898 0.26835704 0.11101373 0.         0.16429195]
 [0.7448455  0.64424004 0.42437819 0.53239221 0.09433833 0.22458122
  0.33256505 0.10413863 0.27527293 0.16429195 0.        ]]"
S1p14T4R3.tif,2,"[[0.         0.06743843 0.67238479 0.14684421 0.87521912 0.52489562
  0.38135078 0.78192273 0.22239262 0.28640834]
 [0.06743843 0.         0.60741047 0.07954394 0.81012671 0.4595245
  0.31542532 0.71678904 0.15549275 0.21940575]
 [0.67238479 0.60741047 0.         0.52966312 0.20284835 0.14826197
  0.29286992 0.10964286 0.45379499 0.39213307]
 [0.14684421 0.07954394 0.52966312 0.         0.73213846 0.38150856
  0.2370204  0.63880465 0.07628518 0.13997718]
 [0.87521912 0.81012671 0.20284835 0.73213846 0.         0.35065051
  0.49514681 0.0933414  0.65610594 0.59387794]
 [0.52489562 0.4595245  0.14826197 0.38150856 0.35065051 0.
  0.14461328 0.25731018 0.3055614  0.24394489]
 [0.38135078 0.31542532 0.29286992 0.2370204  0.49514681 0.14461328
  0.         0.40182413 0.16096716 0.09981193]
 [0.78192273 0.71678904 0.10964286 0.63880465 0.0933414  0.25731018
  0.40182413 0.         0.56278822 0.50064894]
 [0.22239262 0.15549275 0.45379499 0.07628518 0.65610594 0.3055614
  0.16096716 0.56278822 0.         0.06403443]
 [0.28640834 0.21940575 0.39213307 0.13997718 0.59387794 0.24394489
  0.09981193 0.50064894 0.06403443 0.        ]]"
S1p14T4R3.tif,3,"[[0.         0.10657553 0.18857035 0.84640796 0.29204504 0.78089869
  0.38873709 0.46868503 0.69229182 0.60375726]
 [0.10657553 0.         0.08215386 0.74106019 0.18552442 0.67526224
  0.28225282 0.36238087 0.58631465 0.49747225]
 [0.18857035 0.08215386 0.         0.65919917 0.1035038  0.59327729
  0.20016685 0.28022714 0.504211   0.41531849]
 [0.84640796 0.74106019 0.65919917 0.         0.55737753 0.06723353
  0.46175092 0.38101261 0.15784477 0.24851049]
 [0.29204504 0.18552442 0.1035038  0.55737753 0.         0.49108228
  0.09674703 0.17717423 0.40155152 0.31219751]
 [0.78089869 0.67526224 0.59327729 0.06723353 0.49108228 0.
  0.39516025 0.31436753 0.09063761 0.1813322 ]
 [0.38873709 0.28225282 0.20016685 0.46175092 0.09674703 0.39516025
  0.         0.08080402 0.30526809 0.21557001]
 [0.46868503 0.36238087 0.28022714 0.38101261 0.17717423 0.31436753
  0.08080402 0.         0.22448284 0.1350914 ]
 [0.69229182 0.58631465 0.504211   0.15784477 0.40155152 0.09063761
  0.30526809 0.22448284 0.         0.09070459]
 [0.60375726 0.49747225 0.41531849 0.24851049 0.31219751 0.1813322
  0.21557001 0.1350914  0.09070459 0.        ]]"
S1p14T4R3.tif,4,"[[0.         0.06384372 0.83089132 0.13308011 0.21554398 0.16099198
  0.28196251 0.35237084 0.69227907 0.41279337 0.47918357 0.59958755
  0.72460172 0.53508202 0.65322552]
 [0.06384372 0.         0.76725195 0.06942341 0.15173702 0.09740877
  0.21823606 0.28854417 0.62846647 0.34899295 0.415345   0.5357457
  0.66077412 0.4712598  0.5893833 ]
 [0.83089132 0.76725195 0.         0.6991915  0.61695947 0.6720534
  0.55253059 0.48143613 0.1431496  0.42309558 0.35613258 0.23646909
  0.11466061 0.30340995 0.18798813]
 [0.13308011 0.06942341 0.6991915  0.         0.0825885  0.0279979
  0.14888286 0.21941675 0.55979348 0.27975815 0.34627714 0.46684123
  0.59200092 0.40208643 0.52034381]
 [0.21554398 0.15173702 0.61695947 0.0825885  0.         0.05510389
  0.06670046 0.13684271 0.47726515 0.19725596 0.26369388 0.38425812
  0.50944007 0.3195411  0.43775906]
 [0.16099198 0.09740877 0.6720534  0.0279979  0.05510389 0.
  0.12102418 0.19173899 0.53233378 0.25197583 0.31860481 0.43925534
  0.56447872 0.37433226 0.49266692]
 [0.28196251 0.21823606 0.55253059 0.14888286 0.06670046 0.12102418
  0.         0.07114548 0.41195385 0.13099908 0.19780999 0.31859948
  0.44392758 0.25336941 0.37180594]
 [0.35237084 0.28854417 0.48143613 0.21941675 0.13684271 0.19173899
  0.07114548 0.         0.34082785 0.06062421 0.12686773 0.24755524
  0.37284626 0.1827173  0.30093396]
 [0.69227907 0.62846647 0.1431496  0.55979348 0.47726515 0.53233378
  0.41195385 0.34082785 0.         0.2815466  0.21443641 0.09381883
  0.0328509  0.16060858 0.04604237]
 [0.41279337 0.34899295 0.42309558 0.27975815 0.19725596 0.25197583
  0.13099908 0.06062421 0.2815466  0.         0.06711024 0.18791048
  0.31327315 0.12237033 0.24085129]
 [0.47918357 0.415345   0.35613258 0.34627714 0.26369388 0.31860481
  0.19780999 0.12686773 0.21443641 0.06711024 0.         0.12083696
  0.24620077 0.05625756 0.17406728]
 [0.59958755 0.5357457  0.23646909 0.46684123 0.38425812 0.43925534
  0.31859948 0.24755524 0.09381883 0.18791048 0.12083696 0.
  0.12536515 0.06694264 0.05432482]
 [0.72460172 0.66077412 0.11466061 0.59200092 0.50944007 0.56447872
  0.44392758 0.37284626 0.0328509  0.31327315 0.24620077 0.12536515
  0.         0.19165513 0.07392669]
 [0.53508202 0.4712598  0.30340995 0.40208643 0.3195411  0.37433226
  0.25336941 0.1827173  0.16060858 0.12237033 0.05625756 0.06694264
  0.19165513 0.         0.11861339]
 [0.65322552 0.5893833  0.18798813 0.52034381 0.43775906 0.49266692
  0.37180594 0.30093396 0.04604237 0.24085129 0.17406728 0.05432482
  0.07392669 0.11861339 0.        ]]"
S1p14T4R3.tif,5,"[[0.         0.14608718 0.11692209 0.27931913 0.20299603 0.36199935
  0.25729057 0.07102653 0.40344897 0.06297917 0.46111035 0.16294003
  0.25644458 0.32331389 0.50462948]
 [0.14608718 0.         0.26298928 0.42539399 0.34905752 0.50805967
  0.11138295 0.07691656 0.54939366 0.2082303  0.60707217 0.30873696
  0.4023061  0.46919799 0.65058867]
 [0.11692209 0.26298928 0.         0.1624048  0.08607395 0.24507764
  0.37408016 0.18715289 0.28658574 0.05588126 0.34422873 0.04680692
  0.13973828 0.20652912 0.3877467 ]
 [0.27931913 0.42539399 0.1624048  0.         0.07635036 0.08270761
  0.53645132 0.34941852 0.1247013  0.21763551 0.18214272 0.1173546
  0.02700226 0.04625337 0.22562072]
 [0.20299603 0.34905752 0.08607395 0.07635036 0.         0.15900413
  0.46010097 0.27307751 0.20060132 0.14133381 0.25820979 0.04162354
  0.05442775 0.12073079 0.30172283]
 [0.36199935 0.50805967 0.24507764 0.08270761 0.15900413 0.
  0.61905974 0.43198087 0.04288891 0.30014729 0.09962851 0.19966696
  0.10651845 0.04112854 0.14302401]
 [0.25729057 0.11138295 0.37408016 0.53645132 0.46010097 0.61905974
  0.         0.18712139 0.66018328 0.3189617  0.71787055 0.41951938
  0.51306388 0.57994235 0.76137285]
 [0.07102653 0.07691656 0.18715289 0.34941852 0.27307751 0.43198087
  0.18712139 0.         0.47306209 0.13184734 0.53074937 0.2324005
  0.3259426  0.39282255 0.57425253]
 [0.40344897 0.54939366 0.28658574 0.1247013  0.20060132 0.04288891
  0.66018328 0.47306209 0.         0.34123591 0.05768728 0.24067887
  0.14711954 0.08025198 0.10119671]
 [0.06297917 0.2082303  0.05588126 0.21763551 0.14133381 0.30014729
  0.3189617  0.13184734 0.34123591 0.         0.39892241 0.10055964
  0.1941198  0.26100915 0.44243103]
 [0.46111035 0.60707217 0.34422873 0.18214272 0.25820979 0.09962851
  0.71787055 0.53074937 0.05768728 0.39892241 0.         0.2983646
  0.20480682 0.13793481 0.04351913]
 [0.16294003 0.30873696 0.04680692 0.1173546  0.04162354 0.19966696
  0.41951938 0.2324005  0.24067887 0.10055964 0.2983646  0.
  0.09357045 0.16046286 0.34187505]
 [0.25644458 0.4023061  0.13973828 0.02700226 0.05442775 0.10651845
  0.51306388 0.3259426  0.14711954 0.1941198  0.20480682 0.09357045
  0.         0.06689241 0.24831226]
 [0.32331389 0.46919799 0.20652912 0.04625337 0.12073079 0.04112854
  0.57994235 0.39282255 0.08025198 0.26100915 0.13793481 0.16046286
  0.06689241 0.         0.18143075]
 [0.50462948 0.65058867 0.3877467  0.22562072 0.30172283 0.14302401
  0.76137285 0.57425253 0.10119671 0.44243103 0.04351913 0.34187505
  0.24831226 0.18143075 0.        ]]"
S1p14T4R3.tif,6,"[[0.         0.05845426 0.78605929 0.71241776 0.10116721 0.48161595
  0.60287184 0.67972526 0.41084019 0.03082134 0.15920766 0.23140957
  0.30766555 0.555614   0.12814385 0.3501462  0.19711007 0.26943126]
 [0.05845426 0.         0.72836102 0.65460862 0.04274889 0.42365233
  0.54496042 0.62181606 0.35270706 0.03211768 0.10077152 0.17307497
  0.24940282 0.49757072 0.07035373 0.29176666 0.13882501 0.21097707]
 [0.78605929 0.72836102 0.         0.07422662 0.68590352 0.30513484
  0.1840133  0.10780109 0.37665316 0.75983847 0.62866873 0.55627255
  0.48009111 0.23216446 0.66329478 0.43962896 0.59518668 0.52159434]
 [0.71241776 0.65460862 0.07422662 0.         0.61209379 0.2311275
  0.10987003 0.03371115 0.30257421 0.68601143 0.55474916 0.48230765
  0.40606165 0.15795416 0.58926525 0.36545097 0.52105627 0.44743399]
 [0.10116721 0.04274889 0.68590352 0.61209379 0.         0.38107238
  0.50239732 0.57924872 0.31004353 0.07394317 0.05804168 0.1303375
  0.20668735 0.45494115 0.0310022  0.24901781 0.09671921 0.1683109 ]
 [0.48161595 0.42365233 0.30513484 0.2311275  0.38107238 0.
  0.12133388 0.19817804 0.07160446 0.4549601  0.32363602 0.25118092
  0.17495628 0.07415449 0.35816086 0.13506557 0.29016785 0.21674251]
 [0.60287184 0.54496042 0.1840133  0.10987003 0.50239732 0.12133388
  0.         0.07685636 0.19271125 0.5762916  0.4449656  0.37249696
  0.29621586 0.04831633 0.4794125  0.25561771 0.41118958 0.33758195]
 [0.67972526 0.62181606 0.10780109 0.03371115 0.57924872 0.19817804
  0.07685636 0.         0.26946859 0.65313793 0.52179257 0.44931005
  0.37299696 0.12462684 0.55617016 0.3321473  0.48782285 0.41415542]
 [0.41084019 0.35270706 0.37665316 0.30257421 0.31004353 0.07160446
  0.19271125 0.26946859 0.         0.38384593 0.25240817 0.17989297
  0.10353428 0.14495378 0.28670602 0.06369954 0.2185741  0.14514617]
 [0.03082134 0.03211768 0.75983847 0.68601143 0.07394317 0.4549601
  0.5762916  0.65313793 0.38384593 0.         0.13148471 0.20399808
  0.2803968  0.52877759 0.09885309 0.32244631 0.16818175 0.2411678 ]
 [0.15920766 0.10077152 0.62866873 0.55474916 0.05804168 0.32363602
  0.4449656  0.52179257 0.25240817 0.13148471 0.         0.07252315
  0.14892184 0.39735804 0.03627868 0.19103983 0.04069462 0.11030994]
 [0.23140957 0.17307497 0.55627255 0.48230765 0.1303375  0.25118092
  0.37249696 0.44931005 0.17989297 0.20399808 0.07252315 0.
  0.07639968 0.32484605 0.10717802 0.11876538 0.04270271 0.04056222]
 [0.30766555 0.24940282 0.48009111 0.40606165 0.20668735 0.17495628
  0.29621586 0.37299696 0.10353428 0.2803968  0.14892184 0.07639968
  0.         0.248482   0.18320606 0.04337733 0.11556156 0.04378812]
 [0.555614   0.49757072 0.23216446 0.15795416 0.45494115 0.07415449
  0.04831633 0.12462684 0.14495378 0.52877759 0.39735804 0.32484605
  0.248482   0.         0.4316017  0.20752518 0.36319739 0.28952965]
 [0.12814385 0.07035373 0.66329478 0.58926525 0.0310022  0.35816086
  0.4794125  0.55617016 0.28670602 0.09885309 0.03627868 0.10717802
  0.18320606 0.4316017  0.         0.22449443 0.06938059 0.1427627 ]
 [0.3501462  0.29176666 0.43962896 0.36545097 0.24901781 0.13506557
  0.25561771 0.3321473  0.06369954 0.32244631 0.19103983 0.11876538
  0.04337733 0.20752518 0.22449443 0.         0.15573777 0.08201798]
 [0.19711007 0.13882501 0.59518668 0.52105627 0.09671921 0.29016785
  0.41118958 0.48782285 0.2185741  0.16818175 0.04069462 0.04270271
  0.11556156 0.36319739 0.06938059 0.15573777 0.         0.07374467]
 [0.26943126 0.21097707 0.52159434 0.44743399 0.1683109  0.21674251
  0.33758195 0.41415542 0.14514617 0.2411678  0.11030994 0.04056222
  0.04378812 0.28952965 0.1427627  0.08201798 0.07374467 0.        ]]"
S1p14T4R3.tif,7,"[[0.         0.10521123 0.20847163 0.36315999 0.28057693 0.4665198
  0.6064425  0.70501283 0.77731376 0.55745414 0.82800266 0.66221694
  0.74428033]
 [0.10521123 0.         0.10354523 0.25819589 0.17537154 0.3614302
  0.5014472  0.60006872 0.67241269 0.45228483 0.72297997 0.55704162
  0.63917917]
 [0.20847163 0.10354523 0.         0.15469704 0.07286857 0.25806519
  0.39797744 0.49656987 0.56889682 0.34909853 0.61953339 0.45386342
  0.53582159]
 [0.36315999 0.25819589 0.15469704 0.         0.08407822 0.1035556
  0.24328262 0.34187657 0.41421714 0.19483888 0.46484377 0.2995166
  0.38120438]
 [0.28057693 0.17537154 0.07286857 0.08407822 0.         0.18634911
  0.32651567 0.42520321 0.49760966 0.27695976 0.54790652 0.38169949
  0.46396454]
 [0.4665198  0.3614302  0.25806519 0.1035556  0.18634911 0.
  0.14017924 0.23887104 0.31128755 0.09134163 0.36158199 0.19596307
  0.27776054]
 [0.6064425  0.5014472  0.39797744 0.24328262 0.32651567 0.14017924
  0.         0.0986918  0.17111008 0.05257618 0.22156623 0.05985961
  0.13824951]
 [0.70501283 0.60006872 0.49656987 0.34187657 0.42520321 0.23887104
  0.0986918  0.         0.07242293 0.14970762 0.12321761 0.05144428
  0.04275684]
 [0.77731376 0.67241269 0.56889682 0.41421714 0.49760966 0.31128755
  0.17111008 0.07242293 0.         0.22193423 0.05218758 0.12002733
  0.03973389]
 [0.55745414 0.45228483 0.34909853 0.19483888 0.27695976 0.09134163
  0.05257618 0.14970762 0.22193423 0.         0.27134175 0.10476659
  0.18714545]
 [0.82800266 0.72297997 0.61953339 0.46484377 0.54790652 0.36158199
  0.22156623 0.12321761 0.05218758 0.27134175 0.         0.16746866
  0.08439573]
 [0.66221694 0.55704162 0.45386342 0.2995166  0.38169949 0.19596307
  0.05985961 0.05144428 0.12002733 0.10476659 0.16746866 0.
  0.08307706]
 [0.74428033 0.63917917 0.53582159 0.38120438 0.46396454 0.27776054
  0.13824951 0.04275684 0.03973389 0.18714545 0.08439573 0.08307706
  0.        ]]"
